"","uri","marketValue_2010","marketValue_2011","marketValue_2012","marketValue_2013","marketValue_2014","marketValue_2015","marketValue_2016","marketValue_2017","marketValue_2018","marketValue_2019","marketValue_2020","industry","country","organization.image"
"1544","royal-ahold-delhaize",NA,NA,NA,NA,NA,NA,NA,26002,28776,28001,26407,"Food Markets","Netherlands","http://images.forbes.com/media/lists/companies/royal-ahold-delhaize_416x416.jpg"
"1545","bank-of-jiangsu",NA,NA,NA,NA,NA,NA,NA,16550,13158,12776,9888,"Banking","China","http://images.forbes.com/media/lists/companies/bank-of-jiangsu_416x416.jpg"
"1546","johnson-controls-international",NA,NA,NA,NA,NA,NA,NA,38478,33621,33542,22235,"Business Services & Supplies","Ireland","http://images.forbes.com/media/lists/companies/johnson-controls-international_416x416.jpg"
"1547","dell-technologies",NA,NA,NA,NA,NA,NA,NA,13475,57178,45183,31568,"Technology Hardware & Equipment","United States","http://images.forbes.com/media/lists/companies/dell-technologies_416x416.jpg"
"1548","orsted",NA,NA,NA,NA,NA,NA,NA,16445,26998,31405,42451,"Oil & Gas Operations","Denmark","http://images.forbes.com/media/lists/companies/orsted_416x416.jpg"
"1549","samsung-ct",NA,NA,NA,NA,NA,NA,NA,21221,23009,16102,14348,"Trading Companies","South Korea","http://images.forbes.com/media/lists/companies/samsung-ct_416x416.jpg"
"1550","athene-holding",NA,NA,NA,NA,NA,NA,NA,9842,9294,8598,6174,"Insurance","Bermuda","http://images.forbes.com/media/lists/companies/athene-holding_416x416.jpg"
"1551","sf-holding",NA,NA,NA,NA,NA,NA,NA,34367,34315,22872,29199,"Business Services & Supplies","China","http://images.forbes.com/media/lists/companies/sf-holding_416x416.jpg"
"1552","asr-nederland",NA,NA,NA,NA,NA,NA,NA,4268,6517,6327,3791,"Insurance","Netherlands","http://images.forbes.com/media/lists/companies/asr-nederland_416x416.jpg"
"1553","bank-of-hangzhou",NA,NA,NA,NA,NA,NA,NA,8613,6687,6863,6963,"Banking","China","http://images.forbes.com/media/lists/companies/bank-of-hangzhou_416x416.jpg"
"1554","fortive",NA,NA,NA,NA,NA,NA,NA,20923,26358,29652,21555,"Technology Hardware & Equipment","United States","http://images.forbes.com/media/lists/companies/fortive_416x416.jpg"
"1555","bdo-unibank",NA,NA,NA,NA,NA,NA,NA,10216,11133,11157,8781,"Banking","Philippines","http://images.forbes.com/media/lists/companies/bdo-unibank_416x416.jpg"
"1556","china-resources-pharmaceutical-group",NA,NA,NA,NA,NA,NA,NA,7312,8534,9148,3972,"Drugs & Biotechnology","Hong Kong","http://images.forbes.com/media/lists/companies/china-resources-pharmaceutical-group_416x416.jpg"
"1557","geely-automobile-holdings",NA,NA,NA,NA,NA,NA,NA,12667,26925,20949,14398,"Consumer Durables","Hong Kong","http://images.forbes.com/media/lists/companies/geely-automobile-holdings_416x416.jpg"
"1558","agnc-investment",NA,NA,NA,NA,NA,NA,NA,6637,7435,9697,7051,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/agnc-investment_416x416.jpg"
"1559","liberty-broadband",NA,NA,NA,NA,NA,NA,NA,15727,12826,17385,21832,"Telecommunications Services","United States","http://images.forbes.com/media/lists/companies/liberty-broadband_416x416.jpg"
"1560","csc-financial",NA,NA,NA,NA,NA,NA,NA,6799,6111,6803,7062,"Diversified Financials","China","http://images.forbes.com/media/lists/companies/csc-financial_416x416.jpg"
"1561","yum-china-holdings",NA,NA,NA,NA,NA,NA,NA,11972,14451,17144,18221,"Hotels, Restaurants & Leisure","China","http://images.forbes.com/media/lists/companies/yum-china-holdings_416x416.jpg"
"1562","bank-of-guiyang",NA,NA,NA,NA,NA,NA,NA,5664,4935,5005,3605,"Banking","China","http://images.forbes.com/media/lists/companies/bank-of-guiyang_416x416.jpg"
"1563","dxc-technology",NA,NA,NA,NA,NA,NA,NA,21518,29883,17325,4600,"Business Services & Supplies","United States","http://images.forbes.com/media/lists/companies/dxc-technology_416x416.jpg"
"1564","magnitogorsk-iron",NA,NA,NA,NA,NA,NA,NA,6976,8251,7723,6084,"Materials","Russia","http://images.forbes.com/media/lists/companies/magnitogorsk-iron_416x416.jpg"
"1565","steel-dynamics",NA,NA,NA,NA,NA,NA,NA,8540,11379,7571,5162,"Materials","United States","http://images.forbes.com/media/lists/companies/steel-dynamics_416x416.jpg"
"1566","adient",NA,NA,NA,NA,NA,NA,NA,6263,5214,2423,1405,"Consumer Durables","Ireland","http://images.forbes.com/media/lists/companies/adient_416x416.jpg"
"1567","stmicroelectronics",NA,NA,NA,NA,NA,NA,NA,13681,21185,16760,23077,"Semiconductors","Switzerland","http://images.forbes.com/media/lists/companies/stmicroelectronics_416x416.jpg"
"1568","maxim-integrated-products",NA,NA,NA,NA,NA,NA,NA,12727,16109,16341,14811,"Semiconductors","United States","http://images.forbes.com/media/lists/companies/maxim-integrated-products_416x416.jpg"
"1569","concordia-financial-group",NA,NA,NA,NA,NA,NA,NA,5740,7252,4849,3633,"Banking","Japan","http://images.forbes.com/media/lists/companies/concordia-financial-group_416x416.jpg"
"1570","adani-ports-special-economic-zone",NA,NA,NA,NA,NA,NA,NA,11209,12669,11649,7852,"Transportation","India","http://images.forbes.com/media/lists/companies/adani-ports-special-economic-zone_416x416.jpg"
"1571","ferrari",NA,NA,NA,NA,NA,NA,NA,13589,25008,25179,27745,"Consumer Durables","Italy","http://images.forbes.com/media/lists/companies/ferrari_416x416.jpg"
"1572","banco-bpm",NA,NA,NA,NA,NA,NA,NA,4318,5334,3622,1843,"Banking","Italy","http://images.forbes.com/media/lists/companies/banco-bpm_416x416.jpg"
"1573","efg-international",NA,NA,NA,NA,NA,NA,NA,1748,2331,2169,1812,"Banking","Switzerland","http://images.forbes.com/media/lists/companies/efg-international_416x416.jpg"
"1574","rajesh-exports",NA,NA,NA,NA,NA,NA,NA,2780,2834,2832,2433,"Consumer Durables","India","http://images.forbes.com/media/lists/companies/rajesh-exports_416x416.jpg"
"1575","ihs-markit",NA,NA,NA,NA,NA,NA,NA,17162,20443,21990,26847,"Business Services & Supplies","United Kingdom","http://images.forbes.com/media/lists/companies/ihs-markit_416x416.jpg"
"1576","us-foods",NA,NA,NA,NA,NA,NA,NA,6113,7361,7750,4736,"Food Markets","United States","http://images.forbes.com/media/lists/companies/us-foods_416x416.jpg"
"1577","saipem",NA,NA,NA,NA,NA,NA,NA,4491,4045,5228,2554,"Oil & Gas Operations","Italy","http://images.forbes.com/media/lists/companies/saipem_416x416.jpg"
"1578","nishi-nippon-financial-holdings",NA,NA,NA,NA,NA,NA,NA,1735,1938,1276,868,"Banking","Japan","http://images.forbes.com/media/lists/companies/nishi-nippon-financial-holdings_416x416.jpg"
"1579","far-east-horizon",NA,NA,NA,NA,NA,NA,NA,3610,4128,4265,3066,"Business Services & Supplies","Hong Kong","http://images.forbes.com/media/lists/companies/far-east-horizon_416x416.jpg"
"1580","grasim-industries",NA,NA,NA,NA,NA,NA,NA,7673,10744,8207,4434,"Construction","India","http://images.forbes.com/media/lists/companies/grasim-industries_416x416.jpg"
"1581","new-residential-investment",NA,NA,NA,NA,NA,NA,NA,5222,6044,6942,2531,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/new-residential-investment_416x416.jpg"
"1582","chimera-investment",NA,NA,NA,NA,NA,NA,NA,3790,3360,3533,1455,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/chimera-investment_416x416.jpg"
"1583","tosoh",NA,NA,NA,NA,NA,NA,NA,5635,5970,5248,4037,"Chemicals","Japan","http://images.forbes.com/media/lists/companies/tosoh_416x416.jpg"
"1584","beijing-shougang",NA,NA,NA,NA,NA,NA,NA,6287,3574,3542,2175,"Materials","China","http://images.forbes.com/media/lists/companies/beijing-shougang_416x416.jpg"
"1585","cnpc-capital",NA,NA,NA,NA,NA,NA,NA,25681,18789,18895,12882,"Capital Goods","China","http://images.forbes.com/media/lists/companies/cnpc-capital_416x416.jpg"
"1586","ternium",NA,NA,NA,NA,NA,NA,NA,5137,7841,5263,2668,"Materials","Luxembourg","http://images.forbes.com/media/lists/companies/ternium_416x416.jpg"
"1587","bureau-veritas",NA,NA,NA,NA,NA,NA,NA,9380,11332,10782,9284,"Business Services & Supplies","France","http://images.forbes.com/media/lists/companies/bureau-veritas_416x416.jpg"
"1588","virgin-money-uk",NA,NA,NA,NA,NA,NA,NA,3096,3817,4056,1381,"Banking","United Kingdom","http://images.forbes.com/media/lists/companies/virgin-money-uk_416x416.jpg"
"1589","hopson-development-holdings",NA,NA,NA,NA,NA,NA,NA,2122,2294,2553,2512,"Construction","Hong Kong","http://images.forbes.com/media/lists/companies/hopson-development-holdings_416x416.jpg"
"1590","nippon-paint",NA,NA,NA,NA,NA,NA,NA,11556,14397,12225,18628,"Chemicals","Japan","http://images.forbes.com/media/lists/companies/nippon-paint_416x416.jpg"
"1591","ovintiv",NA,NA,NA,NA,NA,NA,NA,11300,12731,10804,1645,"Oil & Gas Operations","United States","http://images.forbes.com/media/lists/companies/ovintiv_416x416.jpg"
"1592","waste-connections",NA,NA,NA,NA,NA,NA,NA,15403,19941,23324,22765,"Business Services & Supplies","Canada","http://images.forbes.com/media/lists/companies/waste-connections_416x416.jpg"
"1593","kion-group",NA,NA,NA,NA,NA,NA,NA,7094,10167,8061,5854,"Capital Goods","Germany","http://images.forbes.com/media/lists/companies/kion-group_416x416.jpg"
"1594","indorama-ventures",NA,NA,NA,NA,NA,NA,NA,4905,10800,8379,4989,"Chemicals","Thailand","http://images.forbes.com/media/lists/companies/indorama-ventures_416x416.jpg"
"1595","nomura-research",NA,NA,NA,NA,NA,NA,NA,8987,12477,10911,14686,"IT Software & Services","Japan","http://images.forbes.com/media/lists/companies/nomura-research_416x416.jpg"
"1596","logan-property-holdings",NA,NA,NA,NA,NA,NA,NA,3112,8201,9057,8673,"Construction","China","http://images.forbes.com/media/lists/companies/logan-property-holdings_416x416.jpg"
"1597","asian-paints",NA,NA,NA,NA,NA,NA,NA,16142,18382,20269,22481,"Chemicals","India","http://images.forbes.com/media/lists/companies/asian-paints_416x416.jpg"
"1598","xiamen-xiangyu",NA,NA,NA,NA,NA,NA,NA,1924,2060,1783,1753,"Transportation","China","http://images.forbes.com/media/lists/companies/xiamen-xiangyu_416x416.jpg"
"1599","shenzhou-international-group-holdings",NA,NA,NA,NA,NA,NA,NA,9075,17197,20023,17519,"Household & Personal Products","Hong Kong","http://images.forbes.com/media/lists/companies/shenzhou-international-group-holdings_416x416.jpg"
"1600","bandai-namco-holdings",NA,NA,NA,NA,NA,NA,NA,6477,8379,9636,11157,"Consumer Durables","Japan","http://images.forbes.com/media/lists/companies/bandai-namco-holdings_416x416.jpg"
"1601","yonghui-superstores",NA,NA,NA,NA,NA,NA,NA,7977,13960,13002,13641,"Food Markets","China","http://images.forbes.com/media/lists/companies/yonghui-superstores_416x416.jpg"
"1602","antofagasta",NA,NA,NA,NA,NA,NA,NA,10616,13969,12941,10110,"Materials","United Kingdom","http://images.forbes.com/media/lists/companies/antofagasta_416x416.jpg"
"1603","wanhua-chemical-group",NA,NA,NA,NA,NA,NA,NA,9524,NA,21953,20035,"Chemicals","China","http://images.forbes.com/media/lists/companies/wanhua-chemical-group_416x416.jpg"
"1604","mowi-asa",NA,NA,NA,NA,NA,NA,NA,7007,10382,11375,8880,"Food, Drink & Tobacco","Norway","http://images.forbes.com/media/lists/companies/mowi-asa_416x416.jpg"
"1605","xiamen-international-trade-group",NA,NA,NA,NA,NA,NA,NA,2179,2437,2541,1650,"Trading Companies","China","http://images.forbes.com/media/lists/companies/xiamen-international-trade-group_416x416.jpg"
"1606","avery-dennison",NA,NA,NA,NA,NA,NA,NA,7113,9478,9520,9195,"Materials","United States","http://images.forbes.com/media/lists/companies/avery-dennison_416x416.jpg"
"1607","merlin-properties-socimi",NA,NA,NA,NA,NA,NA,NA,5426,7133,6276,4306,"Diversified Financials","Spain","http://images.forbes.com/media/lists/companies/merlin-properties-socimi_416x416.jpg"
"1608","china-molybdenum",NA,NA,NA,NA,NA,NA,NA,10996,25581,14375,6520,"Materials","China","http://images.forbes.com/media/lists/companies/china-molybdenum_416x416.jpg"
"1609","zhongsheng-group-holdings",NA,NA,NA,NA,NA,NA,NA,3083,6902,6660,9172,"Retailing","China","http://images.forbes.com/media/lists/companies/zhongsheng-group-holdings_416x416.jpg"
"1610","extra-space-storage",NA,NA,NA,NA,NA,NA,NA,9830,12008,12824,11427,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/extra-space-storage_416x416.jpg"
"1611","lonza-group",NA,NA,NA,NA,NA,NA,NA,10931,19742,21786,32436,"Drugs & Biotechnology","Switzerland","http://images.forbes.com/media/lists/companies/lonza-group_416x416.jpg"
"1612","leidos",NA,NA,NA,NA,NA,NA,NA,7619,9603,9372,14016,"Aerospace & Defense","United States","http://images.forbes.com/media/lists/companies/leidos_416x416.jpg"
"1613","atmos-energy",NA,NA,NA,NA,NA,NA,NA,8435,9801,11593,12472,"Oil & Gas Operations","United States","http://images.forbes.com/media/lists/companies/atmos-energy_416x416.jpg"
"1614","china-aviation-oil",NA,NA,NA,NA,NA,NA,NA,1006,1050,914,629,"Oil & Gas Operations","Singapore","http://images.forbes.com/media/lists/companies/china-aviation-oil_416x416.jpg"
"1615","hakuhodo-dy-holdings",NA,NA,NA,NA,NA,NA,NA,4425,5297,5875,4195,"Media","Japan","http://images.forbes.com/media/lists/companies/hakuhodo-dy-holdings_416x416.jpg"
"1616","tp-icap",NA,NA,NA,NA,NA,NA,NA,3081,3351,2072,2400,"Diversified Financials","United Kingdom","http://images.forbes.com/media/lists/companies/tp-icap_416x416.jpg"
"1617","technipfmc",NA,NA,NA,NA,NA,NA,NA,15631,14789,11006,3987,"Oil & Gas Operations","United Kingdom","http://images.forbes.com/media/lists/companies/technipfmc_416x416.jpg"
"1618","ares-capital",NA,NA,NA,NA,NA,NA,NA,7492,7077,7396,5458,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/ares-capital_416x416.jpg"
"1619","greentown-china-holdings",NA,NA,NA,NA,NA,NA,NA,2135,3176,2111,2341,"Construction","China","http://images.forbes.com/media/lists/companies/greentown-china-holdings_416x416.jpg"
"1620","kesko",NA,NA,NA,NA,NA,NA,NA,4499,5901,5647,6494,"Food Markets","Finland","http://images.forbes.com/media/lists/companies/kesko_416x416.jpg"
"1621","advanced-micro-devices",NA,NA,NA,NA,NA,NA,NA,12728,11584,29938,61359,"Semiconductors","United States","http://images.forbes.com/media/lists/companies/advanced-micro-devices_416x416.jpg"
"1622","global-payments",NA,NA,NA,NA,NA,NA,NA,11884,18528,22047,49827,"Business Services & Supplies","United States","http://images.forbes.com/media/lists/companies/global-payments_416x416.jpg"
"1623","servicenow",NA,NA,NA,NA,NA,NA,NA,14280,31602,42851,67040,"IT Software & Services","United States","http://images.forbes.com/media/lists/companies/servicenow_416x416.jpg"
"1624","first-horizon-national",NA,NA,NA,NA,NA,NA,NA,4295,6230,4670,2832,"Banking","United States","http://images.forbes.com/media/lists/companies/first-horizon-national_416x416.jpg"
"1625","barry-callebaut",NA,NA,NA,NA,NA,NA,NA,7262,9975,9949,10760,"Food, Drink & Tobacco","Switzerland","http://images.forbes.com/media/lists/companies/barry-callebaut_416x416.jpg"
"1626","live-nation-entertainment",NA,NA,NA,NA,NA,NA,NA,6351,8881,13782,9657,"Media","United States","http://images.forbes.com/media/lists/companies/live-nation-entertainment_416x416.jpg"
"1627","fastighets-balder",NA,NA,NA,NA,NA,NA,NA,3838,4902,5793,7114,"Construction","Sweden","http://images.forbes.com/media/lists/companies/fastighets-balder_416x416.jpg"
"1628","cognizant",NA,NA,NA,NA,NA,NA,NA,NA,44868,41028,31832,"IT Software & Services","United States","http://images.forbes.com/media/lists/companies/cognizant_416x416.jpg"
"1629","covestro",NA,NA,NA,NA,NA,NA,NA,NA,18441,10896,6145,"Chemicals","Germany","http://images.forbes.com/media/lists/companies/covestro_416x416.jpg"
"1630","essity-ab",NA,NA,NA,NA,NA,NA,NA,NA,18717,19992,22831,"Household & Personal Products","Sweden","http://images.forbes.com/media/lists/companies/essity-ab_416x416.jpg"
"1631","nutrien",NA,NA,NA,NA,NA,NA,NA,NA,31008,32334,20369,"Chemicals","Canada","http://images.forbes.com/media/lists/companies/nutrien_416x416.jpg"
"1632","metro-group",NA,NA,NA,NA,NA,NA,NA,NA,5074,6079,3153,"Food Markets","Germany","http://images.forbes.com/media/lists/companies/metro-group_416x416.jpg"
"1633","guangzhou-rural-commercial-bank",NA,NA,NA,NA,NA,NA,NA,NA,6560,6014,4618,"Banking","China","http://images.forbes.com/media/lists/companies/guangzhou-rural-commercial-bank_416x416.jpg"
"1634","bank-pekao",NA,NA,NA,NA,NA,NA,NA,NA,8802,8060,3295,"Banking","Poland","http://images.forbes.com/media/lists/companies/bank-pekao_416x416.jpg"
"1635","brighthouse-financial",NA,NA,NA,NA,NA,NA,NA,NA,5762,4801,2530,"Insurance","United States","http://images.forbes.com/media/lists/companies/brighthouse-financial_416x416.jpg"
"1636","rtl-group",NA,NA,NA,NA,NA,NA,NA,NA,13024,8990,5120,"Media","Luxembourg","http://images.forbes.com/media/lists/companies/rtl-group_416x416.jpg"
"1637","hna-technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,1682,1184,"Transportation","China","http://images.forbes.com/media/lists/companies/hna-technology_416x416.jpg"
"1638","china-gas-holdings",NA,NA,NA,NA,NA,NA,NA,NA,18609,16430,19286,"Utilities","Hong Kong","http://images.forbes.com/media/lists/companies/china-gas-holdings_416x416.jpg"
"1639","hunan-valin-steel",NA,NA,NA,NA,NA,NA,NA,NA,3937,3729,3468,"Materials","China","http://images.forbes.com/media/lists/companies/hunan-valin-steel_416x416.jpg"
"1640","zhongyuan-bank",NA,NA,NA,NA,NA,NA,NA,NA,6291,5783,3496,"Banking","China","http://images.forbes.com/media/lists/companies/zhongyuan-bank_416x416.jpg"
"1641","seazen-group",NA,NA,NA,NA,NA,NA,NA,NA,4749,7194,6016,"Construction","China","http://images.forbes.com/media/lists/companies/seazen-group_416x416.jpg"
"1642","nine-dragons-paper-holdings",NA,NA,NA,NA,NA,NA,NA,NA,7884,4659,4539,"Materials","Hong Kong","http://images.forbes.com/media/lists/companies/nine-dragons-paper-holdings_416x416.jpg"
"1643","bawag-group",NA,NA,NA,NA,NA,NA,NA,NA,5057,5037,3029,"Banking","Austria","http://images.forbes.com/media/lists/companies/bawag-group_416x416.jpg"
